PortalID,adviserCode,ValueDate,AcctId,SleeveID,Model,AccountTypeDescription,SecCode,AssetClass,GICS, Price ,Quantity,MarketValue
78,19077,31/01/2018,25552,25554,Income,Trust,RHC,Australian Equity,Health Care Equipment & Services,$68.35,65,4442.75
78,19077,31/01/2018,25552,25554,Income,Trust,RMD,Australian Equity,Health Care Equipment & Services,$12.47,467,5823.49
78,19077,31/01/2018,25552,25554,Income,Trust,WBC,Australian Equity,Banks,$30.96,75,2322
78,19077,31/01/2018,25552,25554,Income,Trust,WBCPC,Australian Fixed Interest,Banks,$102.52,68,6971.36
78,19077,31/01/2018,25552,25554,Income,Trust,CNI,Australian Property,Diversified Financials,$1.41,17711,24972.51
78,19077,31/01/2018,25552,25554,Income,Trust,CPG0001AU,Australian Property,,$0.35,62604,21911.4
78,19077,31/01/2018,25552,25554,Income,Trust,CRE0014AU,Australian Fixed Interest,,$1.05,9434,9905.7
78,19077,31/01/2018,25552,25554,Income,Trust,NXT,Australian Equity,Software & Services,$5.70,1354,7717.8
78,19077,31/01/2018,25552,25554,Income,Trust,EHE,Australian Equity,Health Care Equipment & Services,$3.41,871,2970.11
78,19077,31/01/2018,25552,25554,Income,Trust,MEB11,Cash,,$1.00,256131,256131
78,19077,31/01/2018,25552,25554,Income,Trust,BBOZ,Australian Equity,GICS Not Applicable,$15.16,75,1137
78,19077,31/01/2018,25552,25554,Income,Trust,BBUS,Alternative Investments,GICS Not Applicable,$4.75,758,3600.5
78,19077,31/01/2018,25552,25554,Income,Trust,JHC,Australian Equity,Health Care Equipment & Services,$1.98,2519,4987.62
78,19077,31/01/2018,25552,25554,Income,Trust,MA1,Australian Equity,GICS Not Applicable,$0.85,14614,12421.9
78,19077,31/01/2018,25552,25554,Income,Trust,MON0001AU,Alternative Investments,,$1.46,2310,3372.6
78,19077,31/01/2018,25552,25554,Income,Trust,ANZPG,Australian Fixed Interest,Banks,$107.40,57,6121.8
78,19077,31/01/2018,25552,25554,Income,Trust,MOE,Australian Equity,Diversified Financials,$6.30,2983,18792.9
78,19077,31/01/2018,25552,25554,Income,Trust,CRR_2022,Australian Property,Real Estate,$2.74,1679,4600.46
78,19077,31/01/2018,25552,25554,Income,Trust,ANZPH,Australian Fixed Interest,Banks,$103.62,71,7357.02
78,19077,31/01/2018,25552,25554,Income,Trust,AU3FN0039459,Australian Fixed Interest,,$1.02,25004,25504.08
78,19077,31/01/2018,25552,25554,Income,Trust,SUNPG,Australian Fixed Interest,Insurance,$103.68,70,7257.6
78,19077,31/01/2018,25552,25554,Income,Trust,BENPG,Australian Fixed Interest,Banks,$103.00,70,7210
78,19077,31/01/2018,25552,25554,Income,Trust,BOQPE,Australian Fixed Interest,Banks,$101.86,175,17825.5
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),WBCPC,Australian Fixed Interest,Banks,$102.52,171,17530.92
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),CNI,Australian Property,Diversified Financials,$1.41,38775,54672.75
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),CPG0001AU,Australian Property,,$0.35,140008,49002.8
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),PCL0015AU,Australian Equity,,$1.16,74879,86859.64
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),CRE0014AU,Australian Fixed Interest,,$1.05,52599,55228.95
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),MA1,Australian Equity,GICS Not Applicable,$0.85,22229,18894.65
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),MON0001AU,Alternative Investments,,$1.46,5403,7888.38
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),ANZPG,Australian Fixed Interest,Banks,$107.40,337,36193.8
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),MOE,Australian Equity,Diversified Financials,$6.30,3703,23328.9
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),PPCHB,Australian Fixed Interest,Real Estate,$103.61,184,19064.24
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),CRR_2022,Australian Property,Real Estate,$2.74,8010,21947.4
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),ANZPH,Australian Fixed Interest,Banks,$103.62,176,18237.12
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),SUNPG,Australian Fixed Interest,Insurance,$103.68,311,32244.48
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),SLT1639AU,Alternative Investments,,$1.00,87266,87266
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),BENPG,Australian Fixed Interest,Banks,$103.00,170,17510
78,19077,31/01/2018,26225,26227,Conservative,Superfund (Accumulation),BOQPE,Australian Fixed Interest,Banks,$101.86,120,12223.2
78,19077,31/01/2018,26225,26228,Tailored,Superfund (Accumulation),MOE,Australian Equity,Diversified Financials,$6.30,7665,48289.5
78,19077,31/01/2018,25552,30676,Property,Trust,ABA0005AU,Australian Property,,$0.72,50821,36591.12
78,19077,31/01/2018,25552,30676,Property,Trust,KIN0001AU,Australian Property,,$0.06,59401,3564.06
78,19077,31/01/2018,22747,30900,Conservative,Joint,WBCPC,Australian Fixed Interest,Banks,$102.52,212,21734.24
78,19077,31/01/2018,22747,30900,Conservative,Joint,CNI,Australian Property,Diversified Financials,$1.41,45176,63698.16
78,19077,31/01/2018,22747,30900,Conservative,Joint,CPG0001AU,Australian Property,,$0.35,180043,63015.05
78,19077,31/01/2018,22747,30900,Conservative,Joint,PCL0015AU,Australian Equity,,$1.16,185963,215717.08
78,19077,31/01/2018,22747,30900,Conservative,Joint,BBOZ,Australian Equity,GICS Not Applicable,$15.16,1301,19723.16
78,19077,31/01/2018,22747,30900,Conservative,Joint,BBUS,Alternative Investments,GICS Not Applicable,$4.75,5814,27616.5
78,19077,31/01/2018,22747,30900,Conservative,Joint,MA1,Australian Equity,GICS Not Applicable,$0.85,28004,23803.4
78,19077,31/01/2018,22747,30900,Conservative,Joint,MON0001AU,Alternative Investments,,$1.46,4853,7085.38
78,19077,31/01/2018,22747,30900,Conservative,Joint,MOE,Australian Equity,Diversified Financials,$6.30,3655,23026.5
78,19077,31/01/2018,22747,30900,Conservative,Joint,PPCHB,Australian Fixed Interest,Real Estate,$103.61,100,10361
78,19077,31/01/2018,22747,30900,Conservative,Joint,ANZPH,Australian Fixed Interest,Banks,$103.62,156,16164.72
78,19077,31/01/2018,22747,30900,Conservative,Joint,AU3FN0039459,Australian Fixed Interest,,$1.02,10000,10200
78,19077,31/01/2018,22747,30900,Conservative,Joint,SUNPG,Australian Fixed Interest,Insurance,$103.68,209,21669.12
78,19077,31/01/2018,22747,30900,Conservative,Joint,SLT1639AU,Alternative Investments,,$1.00,105035,105035
78,19077,31/01/2018,22747,30900,Conservative,Joint,BENPG,Australian Fixed Interest,Banks,$103.00,100,10300
78,45714,31/01/2018,31143,31145,Conservative,Joint,VAP,Australian Property,GICS Not Applicable,$80.60,263,21197.8
78,45714,31/01/2018,31143,31145,Conservative,Joint,CNI,Australian Property,Diversified Financials,$1.41,41601,58657.41
78,45714,31/01/2018,31143,31145,Conservative,Joint,PCL0015AU,Australian Equity,,$1.16,59854,69430.64
78,45714,31/01/2018,31143,31145,Conservative,Joint,MVA,Australian Property,GICS Not Applicable,$19.75,1009,19927.75
78,45714,31/01/2018,31143,31145,Conservative,Joint,CRE0014AU,Australian Fixed Interest,,$1.05,75503,79278.15
78,45714,31/01/2018,31143,31145,Conservative,Joint,MEB11,Cash,,$1.00,72849,72849
78,45714,31/01/2018,31143,31145,Conservative,Joint,MA1,Australian Equity,GICS Not Applicable,$0.85,13621,11577.85
78,45714,31/01/2018,31143,31145,Conservative,Joint,MON0001AU,Alternative Investments,,$1.46,20750,30295
78,45714,31/01/2018,31143,31145,Conservative,Joint,ANZPG,Australian Fixed Interest,Banks,$107.40,447,48007.8
78,45714,31/01/2018,31143,31145,Conservative,Joint,MOE,Australian Equity,Diversified Financials,$6.30,4896,30844.8
78,45714,31/01/2018,31143,31145,Conservative,Joint,CRR_2022,Australian Property,Real Estate,$2.74,10949,30000.26
78,45714,31/01/2018,31143,31145,Conservative,Joint,ANZPH,Australian Fixed Interest,Banks,$103.62,245,25386.9
78,45714,31/01/2018,31143,31145,Conservative,Joint,AU3FN0039459,Australian Fixed Interest,,$1.02,37004,37744.08
78,45714,31/01/2018,31143,31145,Conservative,Joint,SUNPG,Australian Fixed Interest,Insurance,$103.68,393,40746.24
78,45714,31/01/2018,31143,31145,Conservative,Joint,SLT1639AU,Alternative Investments,,$1.00,120659,120659
78,45714,31/01/2018,31143,31145,Conservative,Joint,BENPG,Australian Fixed Interest,Banks,$103.00,392,40376
78,45714,31/01/2018,31143,31145,Conservative,Joint,BOQPE,Australian Fixed Interest,Banks,$101.86,250,25465
