Latitude,Longitude,Income
-33.96084371,151.2040775,54148.655
-33.93277885,151.2008589,54632.8853
-33.90004093,151.2128026,50435.14669
-33.86749545,151.2673939,55581.39515
-33.84291705,151.1629323,24704.39922
-33.90508719,151.2212184,47033.92541
-33.85946166,151.2580599,52413.21935
-33.90656915,151.2343547,38489.85916
-33.89937589,151.2187791,53863.23318
-33.93913305,151.2593523,47955.28779
-33.91496166,151.0741384,67554.75698
-33.93638423,151.2431938,65730.19725
-33.91759366,151.1765962,45341.94431
-33.81611791,151.1177684,48491.62288
-33.91626994,151.2348601,49260.52434
-33.7371809,151.2779829,45483.40524
-33.8441341,151.2024276,51950.24984
-33.85955819,151.2569437,42417.17931
-33.91171789,151.2899139,38693.84665
-33.83378451,151.2750457,56227.11224
-33.89758189,151.2912982,56295.29584
-33.86269951,151.2464064,41956.8424
-33.74079577,151.2130717,58953.55431
-33.87360299,151.1292017,43684.22271
-33.81133633,151.1969969,52531.65238
-33.90395882,151.1671377,58203.44013
-33.87054942,151.3178471,49663.87435
-33.78025997,151.2005057,54547.40912
-33.90014835,151.2154602,44835.70356
-33.77817757,151.2368743,48035.33417
-33.8334124,151.2114801,47941.40569
-33.89692334,151.2940526,42534.21653
-33.83717961,151.1781675,48232.25837
-33.82017228,151.2190304,34513.81701
-33.8377095,151.1721765,45088.46253
-33.94731124,151.1432989,47151.24507
-33.90515686,151.1787115,47438.20248
-33.88117593,151.2074482,47585.02554
-33.87252167,151.1878349,49382.358
-33.8377664,151.174679,54794.41518
-33.85991495,151.1389841,58745.17074
-33.93556722,151.2051447,43502.34773
-33.84979011,151.134064,37967.99145
-33.83827071,151.2473028,39579.55588
-33.84081048,151.213422,45127.97079
-33.81476096,151.1364224,46480.78682
-33.82710389,151.1938395,42300.03934
-33.845841,151.1716922,37038.83336
-33.87230829,151.2252587,45438.79173
-33.95184805,151.2763225,51814.2662
-33.84731909,151.1155414,55950.29466
-33.85841562,151.2150513,44425.76947
-33.85522106,151.2012934,45870.02178
-33.93263743,151.242867,40733.01691
-33.92285283,151.2199598,49685.6083
-33.81614236,151.1717015,41515.71366
-33.87077776,151.1933473,55731.27813
-33.83472497,151.1694987,32141.33508
-33.86738408,151.2631004,46403.70328
-33.86731219,151.2103656,53011.07339
-33.82188581,151.3043595,51838.34516
-33.89460224,151.206267,76930.33664
-33.86399396,151.1738797,53498.00025
-33.89191376,151.1336143,39959.45403
-33.89052481,151.119143,49045.35753
-33.88425861,151.1300932,32237.53667
-33.85769331,151.2226563,49194.00251
-33.89273743,151.2347363,41669.43943
-33.80601219,151.1302405,59153.90276
-33.91353037,151.2540519,44504.59725
-33.87814358,151.1851469,48832.34084
-33.89078655,151.2166397,43644.42159
-33.79645111,151.289911,67388.51352
-33.85897226,151.254142,46787.57234
-33.81720777,151.1958735,68325.57043
-33.94307802,151.1647404,58141.51762
-33.85544749,151.1017092,54820.66727
-33.82431846,151.1733423,53687.33147
-33.8646858,151.1987435,53937.97298
-33.81552598,151.159941,30723.27421
-33.89466442,151.2027372,47211.16606
-33.79833263,151.2131426,58451.57971
-33.75385509,151.1980572,49511.02817
-33.88694193,151.1767999,35948.10153
-33.89107513,151.2177327,49475.95549
-33.79613078,151.231397,67041.05516
-33.78982139,151.15478,62468.91716
-33.894943,151.2798466,49379.95991
-33.88980934,151.2043706,59514.49277
-33.88288923,151.2102425,46334.9298
-33.93602253,151.2447107,32961.28413
-33.9147326,151.2209608,40755.34012
-33.91900704,151.2569568,65628.88769
-33.90718988,151.2236562,47260.06918
-33.87053424,151.1786781,47566.16021
-33.85708926,151.2273752,47001.61804
-33.79127498,151.1521137,69041.3659
-33.9187177,151.214728,66259.58915
-33.81958388,151.2076385,72187.80233
-33.87949944,151.1988942,48409.5479
-33.87127319,151.2028731,52956.24489
-33.83505903,151.1152075,34833.57451
-33.9249361,151.1818638,64769.34426
-33.84967951,151.2139422,38322.20449
-33.86047739,151.2172928,52167.75564
-33.84417744,151.1579162,39026.97472
-33.85434157,151.2725854,44111.33173
-33.74603499,151.1659913,41627.37569
-33.900687,151.2577729,43921.24739
-33.89534985,151.2306597,44608.77297
-33.89995703,151.1769886,44517.31205
-33.89657386,151.2980655,58333.33912
-33.90066936,151.1496182,38951.37207
-33.80934917,151.2552577,52205.41427
-33.79777479,151.2593291,62179.59152
-33.89733731,151.175769,44868.03635
-33.91041778,151.2789233,42820.81109
-33.84522922,151.1967977,47694.75375
-33.89641115,151.2237347,61797.25208
-33.83715341,151.2223161,51941.07631
-33.85865385,151.2025846,44687.85705
-33.94458721,151.2498404,54838.76651
-33.79142474,151.2489744,38977.0785
-33.77900612,151.1218734,56813.5951
-33.89943943,151.274517,54086.07308
-33.88818508,151.1261754,46921.91529
-33.85450673,151.2609273,41614.14202
-33.85207716,151.2656353,41133.19078
-33.83587279,151.1547517,55348.17336
-33.76828977,151.1887593,62289.80502
-33.87764736,151.1540148,43626.92253
-33.90871486,151.1985539,54583.86704
-33.93776596,151.1938983,29129.72981
-33.9053465,151.248283,44153.82269
-33.87045635,151.2748154,49689.41067
-33.77907211,151.2790842,40903.16583
-33.89468056,151.1811916,40634.93625
-33.8576106,151.1988389,43322.20444
-33.86962114,151.1251281,52921.92728
-33.80938034,151.1690065,48126.70982
-33.74245338,151.2575426,27617.68767
-33.89534344,151.2900791,28792.99847
-33.89327197,151.1475826,43931.34822
-33.81659196,151.1796768,54576.86586
-33.83470543,151.2079797,22524.95157
-33.77646463,151.2233081,45002.69824
-33.83960359,151.1688198,44737.52143
-33.8867646,151.2305031,63883.37778
-33.83926726,151.185608,46149.78188
-33.81336482,151.2085774,53829.88985
-33.82777589,151.2366142,51412.5714
-33.8434363,151.2096211,28694.3352
-33.81546627,151.1874807,57682.07217
-33.81033522,151.2038195,52153.96505
-33.79969205,151.2048819,55082.6864
-33.83636451,151.1907994,89262.37706
-33.8771559,151.1963602,29158.87061
-33.86146432,151.2892324,67246.9665
-33.80847455,151.237346,47125.52481
-33.90964678,151.194526,52873.28904
-33.85036633,151.2441477,49544.87755
-33.88846694,151.192609,45757.63667
-33.86736276,151.2679562,44301.67072
-33.80487741,151.2277821,53295.08736
-33.85924505,151.2039349,34828.26303
-33.86647817,151.2316858,57505.79168
-33.93679281,151.1307562,45838.05595
-33.83148732,151.1529616,38699.30661
-33.83652579,151.1496037,45499.87142
-33.76063726,151.2164472,62571.49217
-33.88418891,151.2959257,44646.64913
-33.85784248,151.320865,53584.53618
-33.85633082,151.2412026,42690.43724
-33.78992734,151.2343422,57579.2185
-33.87356478,151.1192471,56855.07739
-33.85484892,151.1821663,68486.08833
-33.83840517,151.1699108,48244.36055
-33.85946954,151.1782576,56686.54805
-33.89112168,151.2008928,50980.6754
-33.8590955,151.1856955,62958.71782
-33.81511841,151.110335,42811.67612
-33.92012576,151.2466955,57450.05313
-33.86215152,151.1556628,48053.02704
-33.90380604,151.2212623,49358.11823
-33.80904767,151.3130041,50917.52484
-33.94495935,151.1633308,52522.40396
-33.89674609,151.0827856,48837.70957
-33.84993941,151.1949998,52147.13183
-33.7905238,151.264348,65781.18058
-33.87208751,151.3072174,59854.49686
-33.89655998,151.1478225,58691.54592
-33.77474215,151.234135,45444.60474
-33.9412007,151.1860345,41107.59172
-33.9787403,151.2040026,59553.00558
-33.84679928,151.3415172,58760.46793
-33.89390271,151.1341515,64726.70676
-33.91986164,151.221987,43960.19374
-33.83338218,151.2326847,47704.51345
-33.85660996,151.2635893,33605.15837
-33.89700393,151.2141992,46075.28894
-33.93281522,151.2247025,59965.70511
-33.82517713,151.1897176,45335.04621
-33.83628994,151.2227563,56404.79795
-33.87375879,151.1921404,48094.96894
-33.77646815,151.2403786,53240.57028
-33.92230424,151.1908195,38523.0861
-33.94507626,151.228155,50852.0945
-33.9033954,151.2078369,20088.64029
-33.8710793,151.2656025,48131.03842
-33.85663303,151.2067303,33695.26756
-33.8808618,151.1206484,62059.94517
-33.85119723,151.2723961,57774.07353
-33.93137697,151.1640134,54666.70982
-33.79661177,151.1766117,65210.06227
-33.87290756,151.1795169,40510.83479
-33.81293521,151.2780219,67473.63198
-33.85166373,151.1025163,59321.91564
-33.84596234,151.3661874,47634.44713
-33.84031164,151.2621028,61356.20147
-33.84641457,151.2204619,38937.06488
-33.83666386,151.2065553,41754.85838
-33.80234237,151.2235777,43914.10277
-33.85897394,151.2353561,44710.22292
-33.83334981,151.2415608,39434.42357
-33.87328678,151.2370802,62230.83067
-33.79679414,151.213779,47411.456
-33.90261962,151.1994331,53525.04968
-33.77875298,151.2017363,44296.48634
-33.8708079,151.1995546,31793.96699
-33.94033876,151.2659885,52700.57358
-33.86239478,151.2389778,30877.45025
-33.90285258,151.0622806,49313.65954
-33.82676782,151.242095,36316.84961
-33.9014312,151.2190368,69872.75999
-33.89110917,151.2083646,59113.62722
-33.96327704,151.1898741,51057.53791
-33.89141532,151.2655056,62637.06678
-33.98999397,151.2566763,41536.84023
-33.94799514,151.1706561,55434.79379
-33.83077927,151.2296526,51998.10434
-33.82950999,151.1607172,52640.20081
-33.84752712,151.1403191,62723.535
-33.91714881,151.1779641,57324.92103
-33.87118557,151.2524197,52887.23663
-33.86898013,151.2569563,33451.12564
-33.92671823,151.2349543,40399.53705
-33.79363008,151.2455548,48772.91066
-33.82493189,151.2351089,50933.72374
-33.87984821,151.1772259,38697.96275
-33.86745571,151.2308961,74116.76676
-33.85838086,151.2493205,65163.94055
-33.97088674,151.2470146,56021.1832
-33.88115887,151.2687457,50720.36861
-33.90289921,151.2447152,47877.9103
-33.918881,151.2268724,40480.8154
-33.88285501,151.2628075,50774.80519
-33.77891567,151.2079739,52577.5254
-33.83675786,151.1652063,37582.39425
-33.89735895,151.2011467,53341.76417
-33.84017086,151.1720549,48447.40951
